game_nr,object,fixed indices,context condition,message
4055,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
4055,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
4055,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
4055,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
4055,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
4055,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4083,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4149,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
4983,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
5289,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 13, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6316,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
6576,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7025,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
7554,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8033,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8438,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8714,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8795,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
8870,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10348,[2. 3. 2. 0.],[1. 1. 1. 1.],3,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10578,[2. 3. 2. 0.],[1. 1. 1. 1.],1,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
10679,[2. 3. 2. 0.],[1. 1. 1. 1.],2,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
11258,[2. 3. 2. 0.],[1. 1. 1. 1.],0,"[12, 11, 1, 1, 0]"
