game_nr,object,fixed indices,context condition,message
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
1956,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2167,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
2693,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 11, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3234,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 1, 3, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
3663,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 1, 11, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
5639,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 1, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
6461,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7371,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
7492,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8766,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
8804,[2. 0. 2. 3.],[1. 1. 1. 1.],0,"[11, 11, 11, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10309,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
10317,[2. 0. 2. 3.],[1. 1. 1. 1.],1,"[11, 1, 11, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11109,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11738,[2. 0. 2. 3.],[1. 1. 1. 1.],3,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
11870,[2. 0. 2. 3.],[1. 1. 1. 1.],2,"[11, 11, 3, 3, 0]"
